tmc_code,measurement_tstamp,speed,historical_average_speed,historical_average_speed,reference_speed,travel_time_minutes,travel_time_minutes,confidence_score,confidence,data_quality,cvalue
101+53228,2024-10-13 02:05:00,39.00,39.00,39.00,39.00,0.61,0.61,82.00,0.82,82.00,
101+53228,2024-10-13 02:06:00,39.00,39.00,39.00,39.00,0.61,0.61,80.00,0.80,80.00,
101+53228,2024-10-13 02:07:00,39.00,39.00,39.00,39.00,0.61,0.61,80.00,0.80,80.00,
101N53220,2024-10-13 00:00:00,28.00,32.00,32.00,32.00,0.11,0.11,75.00,0.75,75.00,
101N53220,2024-10-13 00:01:00,28.00,32.00,32.00,32.00,0.11,0.11,75.00,0.75,75.00,
101N53220,2024-10-13 00:02:00,28.00,32.00,32.00,32.00,0.11,0.11,73.00,0.73,73.00,
101N53220,2024-10-13 00:03:00,29.00,32.00,32.00,32.00,0.10,0.10,73.00,0.73,73.00,
101N53220,2024-10-13 00:04:00,29.00,32.00,32.00,32.00,0.10,0.10,73.00,0.73,73.00,
101N53220,2024-10-13 00:05:00,29.00,32.00,32.00,32.00,0.10,0.10,73.00,0.73,73.00,
101N53220,2024-10-13 00:06:00,29.00,32.00,32.00,32.00,0.10,0.10,73.00,0.73,73.00,
101N53220,2024-10-13 00:07:00,29.00,32.00,32.00,32.00,0.10,0.10,73.00,0.73,73.00,
101N53220,2024-10-13 00:08:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:09:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:10:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:11:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:12:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:13:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:14:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:15:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:16:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:17:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:18:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:19:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:20:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:21:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:22:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:23:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:24:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:25:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:26:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:27:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:28:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:29:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:30:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:31:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:32:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:33:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:34:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:35:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:36:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:37:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:38:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:39:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:40:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:41:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:42:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:43:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:44:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:45:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:46:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:47:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:48:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:49:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:50:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:51:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:52:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:53:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:54:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:55:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:56:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:57:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:58:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 00:59:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:00:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:01:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:02:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:03:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:04:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:05:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:06:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:07:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:08:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:09:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:10:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:11:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:12:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:13:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:14:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:15:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:16:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:17:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:18:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:19:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:20:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:21:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:22:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:23:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:24:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:25:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:26:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:27:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:28:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:29:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:30:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:31:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:32:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:33:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:34:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:35:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:36:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:37:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:38:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:39:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:40:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:41:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:42:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:43:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:44:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:45:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:46:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:47:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:48:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:49:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:50:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:51:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:52:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:53:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:54:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:55:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:56:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:57:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:58:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 01:59:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:00:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:01:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:02:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:03:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:04:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:05:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:06:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101N53220,2024-10-13 02:07:00,29.00,32.00,32.00,32.00,0.10,0.10,70.00,0.70,70.00,
101-53241,2024-10-13 00:00:00,44.00,40.00,40.00,40.00,0.58,0.58,84.00,0.84,84.00,
101-53241,2024-10-13 00:01:00,45.00,40.00,40.00,40.00,0.57,0.57,85.00,0.85,85.00,
101-53241,2024-10-13 00:02:00,45.00,40.00,40.00,40.00,0.57,0.57,85.00,0.85,85.00,
101-53241,2024-10-13 00:03:00,46.00,40.00,40.00,40.00,0.56,0.56,86.00,0.86,86.00,
101-53241,2024-10-13 00:04:00,45.00,40.00,40.00,40.00,0.57,0.57,83.00,0.83,83.00,
101-53241,2024-10-13 00:05:00,45.00,40.00,40.00,40.00,0.57,0.57,88.00,0.88,88.00,
101-53241,2024-10-13 00:06:00,45.00,40.00,40.00,40.00,0.57,0.57,80.00,0.80,80.00,
101-53241,2024-10-13 00:07:00,45.00,40.00,40.00,40.00,0.57,0.57,80.00,0.80,80.00,
101-53241,2024-10-13 00:08:00,39.00,40.00,40.00,40.00,0.66,0.66,88.00,0.88,88.00,
101-53241,2024-10-13 00:09:00,38.00,40.00,40.00,40.00,0.68,0.68,92.00,0.92,92.00,
101-53241,2024-10-13 00:10:00,38.00,40.00,40.00,40.00,0.68,0.68,93.00,0.93,93.00,
101-53241,2024-10-13 00:11:00,38.00,40.00,40.00,40.00,0.68,0.68,91.00,0.91,91.00,
101-53241,2024-10-13 00:12:00,38.00,40.00,40.00,40.00,0.68,0.68,92.00,0.92,92.00,
101-53241,2024-10-13 00:13:00,38.00,40.00,40.00,40.00,0.68,0.68,86.00,0.86,86.00,
101-53241,2024-10-13 00:14:00,38.00,40.00,40.00,40.00,0.68,0.68,86.00,0.86,86.00,
101-53241,2024-10-13 00:15:00,38.00,40.00,40.00,40.00,0.68,0.68,87.00,0.87,87.00,
101-53241,2024-10-13 00:16:00,38.00,40.00,40.00,40.00,0.68,0.68,85.00,0.85,85.00,
101-53241,2024-10-13 00:17:00,38.00,40.00,40.00,40.00,0.68,0.68,86.00,0.86,86.00,
101-53241,2024-10-13 00:18:00,38.00,40.00,40.00,40.00,0.68,0.68,81.00,0.81,81.00,
101-53241,2024-10-13 00:19:00,38.00,40.00,40.00,40.00,0.68,0.68,81.00,0.81,81.00,
101-53241,2024-10-13 00:20:00,38.00,40.00,40.00,40.00,0.68,0.68,81.00,0.81,81.00,
101-53241,2024-10-13 00:21:00,38.00,40.00,40.00,40.00,0.68,0.68,79.00,0.79,79.00,
101-53241,2024-10-13 00:22:00,38.00,40.00,40.00,40.00,0.68,0.68,80.00,0.80,80.00,
101-53241,2024-10-13 00:23:00,38.00,40.00,40.00,40.00,0.68,0.68,76.00,0.76,76.00,
101-53241,2024-10-13 00:24:00,38.00,40.00,40.00,40.00,0.68,0.68,76.00,0.76,76.00,
101-53241,2024-10-13 00:25:00,38.00,40.00,40.00,40.00,0.68,0.68,76.00,0.76,76.00,
101-53241,2024-10-13 00:26:00,38.00,40.00,40.00,40.00,0.68,0.68,76.00,0.76,76.00,
101-53241,2024-10-13 00:27:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 00:28:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 00:29:00,43.00,40.00,40.00,40.00,0.60,0.60,89.00,0.89,89.00,
101-53241,2024-10-13 00:30:00,43.00,40.00,40.00,40.00,0.60,0.60,89.00,0.89,89.00,
101-53241,2024-10-13 00:31:00,47.00,40.00,40.00,40.00,0.55,0.55,93.00,0.93,93.00,
101-53241,2024-10-13 00:32:00,47.00,40.00,40.00,40.00,0.55,0.55,93.00,0.93,93.00,
101-53241,2024-10-13 00:33:00,51.00,40.00,40.00,40.00,0.50,0.50,96.00,0.96,96.00,
101-53241,2024-10-13 00:34:00,47.00,40.00,40.00,40.00,0.55,0.55,90.00,0.90,90.00,
101-53241,2024-10-13 00:35:00,47.00,40.00,40.00,40.00,0.55,0.55,92.00,0.92,92.00,
101-53241,2024-10-13 00:36:00,51.00,40.00,40.00,40.00,0.50,0.50,87.00,0.87,87.00,
101-53241,2024-10-13 00:37:00,47.00,40.00,40.00,40.00,0.55,0.55,87.00,0.87,87.00,
101-53241,2024-10-13 00:38:00,47.00,40.00,40.00,40.00,0.55,0.55,91.00,0.91,91.00,
101-53241,2024-10-13 00:39:00,51.00,40.00,40.00,40.00,0.50,0.50,84.00,0.84,84.00,
101-53241,2024-10-13 00:40:00,37.00,40.00,40.00,40.00,0.70,0.70,92.00,0.92,92.00,
101-53241,2024-10-13 00:41:00,35.00,40.00,40.00,40.00,0.74,0.74,89.00,0.89,89.00,
101-53241,2024-10-13 00:42:00,39.00,40.00,40.00,40.00,0.66,0.66,89.00,0.89,89.00,
101-53241,2024-10-13 00:43:00,37.00,40.00,40.00,40.00,0.70,0.70,91.00,0.91,91.00,
101-53241,2024-10-13 00:44:00,35.00,40.00,40.00,40.00,0.74,0.74,85.00,0.85,85.00,
101-53241,2024-10-13 00:45:00,39.00,40.00,40.00,40.00,0.66,0.66,86.00,0.86,86.00,
101-53241,2024-10-13 00:46:00,37.00,40.00,40.00,40.00,0.70,0.70,84.00,0.84,84.00,
101-53241,2024-10-13 00:47:00,45.00,40.00,40.00,40.00,0.57,0.57,94.00,0.94,94.00,
101-53241,2024-10-13 00:48:00,46.00,40.00,40.00,40.00,0.56,0.56,94.00,0.94,94.00,
101-53241,2024-10-13 00:49:00,46.00,40.00,40.00,40.00,0.56,0.56,92.00,0.92,92.00,
101-53241,2024-10-13 00:50:00,45.00,40.00,40.00,40.00,0.57,0.57,92.00,0.92,92.00,
101-53241,2024-10-13 00:51:00,46.00,40.00,40.00,40.00,0.56,0.56,95.00,0.95,95.00,
101-53241,2024-10-13 00:52:00,46.00,40.00,40.00,40.00,0.56,0.56,86.00,0.86,86.00,
101-53241,2024-10-13 00:53:00,45.00,40.00,40.00,40.00,0.57,0.57,86.00,0.86,86.00,
101-53241,2024-10-13 00:54:00,46.00,40.00,40.00,40.00,0.56,0.56,85.00,0.85,85.00,
101-53241,2024-10-13 00:55:00,46.00,40.00,40.00,40.00,0.56,0.56,85.00,0.85,85.00,
101-53241,2024-10-13 00:56:00,45.00,40.00,40.00,40.00,0.57,0.57,89.00,0.89,89.00,
101-53241,2024-10-13 00:57:00,46.00,40.00,40.00,40.00,0.56,0.56,81.00,0.81,81.00,
101-53241,2024-10-13 00:58:00,46.00,40.00,40.00,40.00,0.56,0.56,81.00,0.81,81.00,
101-53241,2024-10-13 00:59:00,46.00,40.00,40.00,40.00,0.56,0.56,79.00,0.79,79.00,
101-53241,2024-10-13 01:00:00,46.00,40.00,40.00,40.00,0.56,0.56,79.00,0.79,79.00,
101-53241,2024-10-13 01:01:00,46.00,40.00,40.00,40.00,0.56,0.56,83.00,0.83,83.00,
101-53241,2024-10-13 01:02:00,46.00,40.00,40.00,40.00,0.56,0.56,76.00,0.76,76.00,
101-53241,2024-10-13 01:03:00,46.00,40.00,40.00,40.00,0.56,0.56,76.00,0.76,76.00,
101-53241,2024-10-13 01:04:00,46.00,40.00,40.00,40.00,0.56,0.56,76.00,0.76,76.00,
101-53241,2024-10-13 01:05:00,46.00,40.00,40.00,40.00,0.56,0.56,76.00,0.76,76.00,
101-53241,2024-10-13 01:06:00,40.00,40.00,40.00,40.00,0.64,0.64,85.00,0.85,85.00,
101-53241,2024-10-13 01:07:00,41.00,40.00,40.00,40.00,0.63,0.63,82.00,0.82,82.00,
101-53241,2024-10-13 01:08:00,41.00,40.00,40.00,40.00,0.63,0.63,82.00,0.82,82.00,
101-53241,2024-10-13 01:09:00,41.00,40.00,40.00,40.00,0.63,0.63,82.00,0.82,82.00,
101-53241,2024-10-13 01:10:00,41.00,40.00,40.00,40.00,0.63,0.63,86.00,0.86,86.00,
101-53241,2024-10-13 01:11:00,41.00,40.00,40.00,40.00,0.63,0.63,78.00,0.78,78.00,
101-53241,2024-10-13 01:12:00,41.00,40.00,40.00,40.00,0.63,0.63,78.00,0.78,78.00,
101-53241,2024-10-13 01:13:00,41.00,40.00,40.00,40.00,0.63,0.63,78.00,0.78,78.00,
101-53241,2024-10-13 01:14:00,41.00,40.00,40.00,40.00,0.63,0.63,78.00,0.78,78.00,
101-53241,2024-10-13 01:15:00,41.00,40.00,40.00,40.00,0.63,0.63,81.00,0.81,81.00,
101-53241,2024-10-13 01:16:00,41.00,40.00,40.00,40.00,0.63,0.63,75.00,0.75,75.00,
101-53241,2024-10-13 01:17:00,41.00,40.00,40.00,40.00,0.63,0.63,75.00,0.75,75.00,
101-53241,2024-10-13 01:18:00,41.00,40.00,40.00,40.00,0.63,0.63,75.00,0.75,75.00,
101-53241,2024-10-13 01:19:00,42.00,40.00,40.00,40.00,0.61,0.61,75.00,0.75,75.00,
101-53241,2024-10-13 01:20:00,42.00,40.00,40.00,40.00,0.61,0.61,77.00,0.77,77.00,
101-53241,2024-10-13 01:21:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:22:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:23:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:24:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:25:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:26:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:27:00,42.00,40.00,40.00,40.00,0.61,0.61,73.00,0.73,73.00,
101-53241,2024-10-13 01:28:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:29:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:30:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:31:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:32:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:33:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:34:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:35:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:36:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:37:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:38:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:39:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:40:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:41:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:42:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:43:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:44:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:45:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:46:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:47:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:48:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:49:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:50:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:51:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:52:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:53:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:54:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:55:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:56:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:57:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:58:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 01:59:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 02:00:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
101-53241,2024-10-13 02:01:00,42.00,40.00,40.00,40.00,0.61,0.61,70.00,0.70,70.00,
